,Unnamed: 0,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,images,urls
7297,235840,6EL6WZY70jqnG0613kGrI0,Koy Koy Koy,41,181812,0,['Tanju Okan'],['4cuKvPTMHl5NwNjdukeWYb'],2014-09-11,0.439,0.453,2,-12.894,1,0.165,0.427,0.0,0.0824,0.556,176.956,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7298,235883,6Eah70EWFLsD4sIUes8CQP,Kejam,36,318840,0,['Iis Dahlia'],['5O7fzBpuk6ECxw6qY36Hky'],1994,0.365,0.722,0,-3.857,1,0.0411,0.305,0.0,0.42,0.513,140.047,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7299,235885,6EbFy16ar3melfPP6dhdmQ,Kesh,38,180120,1,['Momo'],['48dz8C2SNCkNCy7DkU9tZE'],2020-11-13,0.787,0.577,4,-7.387,0,0.191,0.115,0.000359,0.116,0.178,86.914,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7300,235901,6EgDquECuIB93c6D2kvmXl,kagero,32,230271,0,['ARASHI'],['1XYuC1vxinTjHCNd5clB8C'],2010-08-04,0.615,0.951,3,-3.432,0,0.0532,0.267,0.0,0.161,0.867,134.96,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7301,235930,6Eon1DjI712yg69mi3MsAd,Kaadhal Rojave,51,299911,0,"['S. P. Balasubrahmanyam', 'Sujatha']","['2ae6PxICSOZHvjqiCcgon8', '2JEjaa7hWhE1BbL3OcoeFR']",2014-08-01,0.696,0.423,4,-9.243,1,0.0321,0.83,0.00141,0.126,0.432,91.007,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7302,236050,6FMejF2EAWQlgGBRNyptbg,Konjam -1,44,173687,0,['Armaan Malik'],['4IKVDbCSBTxBeAsMKjAuTs'],2016-09-13,0.485,0.422,3,-8.266,0,0.0337,0.901,0.0398,0.096,0.309,121.908,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7303,236253,6GHrP1i3vQo1e8VkEHRnvz,Kommer ifrån,44,247440,0,['Snook'],['79tTZzeIjEwOE6JMHG5eBS'],2006-06-01,0.866,0.475,0,-7.666,1,0.354,0.373,0.0,0.0488,0.668,96.958,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7304,236261,6GKkZN6Ag9hesArvoL5xUP,Kapitel 19: Aladdin,36,95840,0,['Disney - Aladdin'],['5K1lxzYjfOY0wcDXEmElAk'],2002-01-01,0.529,0.825,4,-11.71,0,0.868,0.782,0.0,0.493,0.209,139.673,5,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7305,236292,6GTCd2ijBzcEhHARzQVjND,Kau Yang Satu,36,209440,0,['WOW'],['2MAvGpxg9rHxN6qlNKgdan'],2013-08-05,0.485,0.509,2,-5.847,0,0.0309,0.685,1.08e-05,0.243,0.285,66.831,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7306,236343,6GgyIZvLsIrFgppmOd15Tk,Ku i tunnelen,33,165307,0,['Knutsen & Ludvigsen'],['1OTNNdgU6qLUTCwvJxcObX'],1983-10-24,0.683,0.492,1,-9.823,1,0.0506,0.0175,2.45e-05,0.113,0.898,124.492,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7307,236616,6HxSIzdZLqGIcv0ysMJLUP,Kisah Sedih Dihari Minggu,33,189933,0,['Koes Plus'],['01qO0VcjpvkpAyrnYuz4bu'],1994-05-25,0.687,0.382,7,-10.271,1,0.027,0.295,2.25e-06,0.129,0.546,77.211,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7308,236638,6I5ZBJE9meaouypYHojWBg,Köz,47,216654,0,['Sezen Aksu'],['64d1rUxfizSAOE9UbMnUZd'],2017-01-23,0.337,0.476,10,-8.282,0,0.0315,0.869,3.58e-05,0.223,0.458,108.597,5,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7309,236641,6I6awxRtxjqYwzrTzfXWsd,Kaw-Liga - Single Version,45,153760,0,['Hank Williams'],['1FClsNYBUoNFtGgzeG74dW'],1998-09-22,0.631,0.291,11,-11.039,0,0.0342,0.836,0.0,0.212,0.72,111.341,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7310,236648,6I7kWBZmPZk1yxZHzBmSgQ,Keep This Fire Burning - Radio Original,33,230933,0,['Robyn'],['6UE7nl9mha6s8z0wFQFIZ2'],2002-10-30,0.656,0.653,8,-2.952,1,0.16,0.036,0.00713,0.0441,0.814,202.154,4,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7311,236713,6IQyVF1FX0ayTDpxHQIaB5,Kuchh Na Kaho - Happy,44,365643,0,['Kumar Sanu'],['4K6blSRoklNdpw4mzLxwfn'],1994-04-15,0.473,0.671,10,-7.567,1,0.043,0.0223,1.83e-05,0.0874,0.464,141.082,3,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
7312,236727,6IV6vOdfb5Jhxctp9IO6iw,Kapitel 25: Arielle die Meerjungfrau,38,85467,0,['Disney - Arielle die Meerjungfrau'],['70JBWzsrQGDlOZ4Mfa0TWw'],1997-01-01,0.734,0.447,11,-12.097,0,0.546,0.785,0.0,0.551,0.673,66.856,5,https://i.postimg.cc/cLN4YD7q/spotify-icon.png,https://open.spotify.com/
